,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
3,MLPClassifier,0.8005,0.8346,0.8005,0.8002,0.8005,0.8398,0.8005,0.7998,0.7,0.7761,0.7,0.6865,0.9342,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 540, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=540)"
6,RandomForestClassifier,0.8368,0.8396,0.8368,0.8368,0.8472,0.8565,0.8472,0.8488,0.7,0.7125,0.7,0.6923,0.9436,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 739}","RandomForestClassifier(n_estimators=20, random_state=739)"
4,SVC,0.7893,0.8438,0.7893,0.7874,0.7975,0.8439,0.7975,0.7949,0.7,0.7761,0.7,0.6865,0.9155,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 328}","SVC(C=10, probability=True, random_state=328)"
6,RandomForestClassifier,0.8091,0.8297,0.8091,0.8128,0.8469,0.8576,0.8469,0.8487,0.7,0.7377,0.7,0.6979,0.9348,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 20, 'random_state': 917}","RandomForestClassifier(n_estimators=20, random_state=917)"
5,DecisionTreeClassifier,0.7899,0.7977,0.7899,0.7902,0.7882,0.7986,0.7882,0.7866,0.7,0.7568,0.7,0.7035,0.9138,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 495}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=495)"
4,SVC,0.7608,0.8236,0.7608,0.7604,0.8478,0.8948,0.8478,0.8503,0.7,0.7475,0.7,0.6974,0.908,smote,250,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 376}","SVC(C=1, kernel='linear', probability=True, random_state=376)"
7,DecisionTreeClassifier,0.7843,0.8006,0.7843,0.7838,0.8333,0.8321,0.8333,0.8325,0.7,0.7569,0.7,0.6858,0.9097,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 203}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=203)"
7,LogisticRegression,0.7423,0.7627,0.7423,0.7467,0.7738,0.7884,0.7738,0.7771,0.7,0.7049,0.7,0.6971,0.8979,smote,1000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 364, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=364)"
7,KNeighborsClassifier,0.8286,0.8426,0.8286,0.8319,0.8266,0.8516,0.8266,0.8293,0.7,0.7226,0.7,0.7014,0.9341,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
9,MLPClassifier,0.8214,0.8509,0.8214,0.8233,0.8249,0.8503,0.8249,0.8284,0.7,0.7044,0.7,0.6947,0.9399,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 978, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=978)"
7,KNeighborsClassifier,0.8246,0.841,0.8246,0.8273,0.8056,0.8243,0.8056,0.8102,0.7,0.7075,0.7,0.6938,0.9229,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
7,DecisionTreeClassifier,0.8379,0.8531,0.8379,0.8399,0.8196,0.8386,0.8196,0.8232,0.7,0.7087,0.7,0.6981,0.9448,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 15}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=15)"
14,SVC,0.7751,0.7847,0.7751,0.7763,0.7917,0.7953,0.7917,0.793,0.7,0.7315,0.7,0.7063,0.8912,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 320}","SVC(C=0.1, kernel='linear', probability=True, random_state=320)"
15,DecisionTreeClassifier,0.8794,0.8839,0.8794,0.8791,0.934,0.9346,0.934,0.9341,0.7,0.7629,0.7,0.7036,0.9474,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 232}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=232)"
3,SVC,0.789,0.85,0.789,0.7865,0.8056,0.8519,0.8056,0.8049,0.7,0.7438,0.7,0.704,0.9169,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 648}","SVC(C=10, probability=True, random_state=648)"
4,MLPClassifier,0.7804,0.8446,0.7804,0.7808,0.7778,0.8101,0.7778,0.783,0.7,0.7096,0.7,0.7025,0.925,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 773, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=773)"
5,LogisticRegression,0.8046,0.8305,0.8046,0.8077,0.8194,0.8367,0.8194,0.8222,0.7,0.7057,0.7,0.7021,0.9179,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 214, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=214)"
7,DecisionTreeClassifier,0.8536,0.859,0.8536,0.8544,0.8468,0.8507,0.8468,0.8478,0.7,0.7078,0.7,0.6966,0.9562,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 347}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=347)"
6,SVC,0.6984,0.7074,0.6984,0.7013,0.6963,0.7069,0.6963,0.6996,0.7,0.7579,0.7,0.7003,0.8758,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 936}","SVC(C=10, probability=True, random_state=936)"
6,DecisionTreeClassifier,0.8065,0.8292,0.8065,0.8079,0.8478,0.8641,0.8478,0.8508,0.7,0.7217,0.7,0.7039,0.9266,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 227}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=227)"
6,MLPClassifier,0.7881,0.8431,0.7881,0.789,0.809,0.8259,0.809,0.8139,0.7,0.7209,0.7,0.6942,0.924,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 871, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=871)"
17,LogisticRegression,0.7895,0.7924,0.7895,0.7903,0.7874,0.7918,0.7874,0.7885,0.7,0.7027,0.7,0.6917,0.9183,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 831, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=831)"
6,RandomForestClassifier,0.8207,0.8311,0.8207,0.8213,0.8188,0.8246,0.8188,0.8205,0.7,0.7496,0.7,0.7025,0.9409,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 119}","RandomForestClassifier(n_estimators=20, random_state=119)"
8,MLPClassifier,0.7665,0.7727,0.7665,0.7642,0.7938,0.7929,0.7938,0.7925,0.7,0.72,0.7,0.6902,0.9227,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 354, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=354)"
8,RandomForestClassifier,0.8247,0.8416,0.8247,0.8273,0.8194,0.8298,0.8194,0.8212,0.7,0.6972,0.7,0.6929,0.9373,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 523}","RandomForestClassifier(n_estimators=20, random_state=523)"
7,LogisticRegression,0.7609,0.8282,0.7609,0.7583,0.7609,0.8198,0.7609,0.7601,0.7,0.712,0.7,0.7011,0.8949,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 848, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=848)"
7,KNeighborsClassifier,0.8588,0.8626,0.8588,0.86,0.8384,0.841,0.8384,0.8388,0.7,0.7162,0.7,0.6948,0.9595,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')"
13,SVC,0.7988,0.8031,0.7988,0.8001,0.8054,0.8117,0.8054,0.807,0.7,0.7477,0.7,0.6906,0.8968,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 686}","SVC(C=10, kernel='linear', probability=True, random_state=686)"
9,SVC,0.75,0.764,0.75,0.7488,0.7101,0.7205,0.7101,0.7117,0.7,0.7118,0.7,0.704,0.868,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 739}","SVC(C=10, kernel='linear', probability=True, random_state=739)"
6,RandomForestClassifier,0.8185,0.8362,0.8185,0.8226,0.8021,0.8242,0.8021,0.8073,0.6833,0.6797,0.6833,0.6755,0.9304,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 5, 'random_state': 22}","RandomForestClassifier(n_estimators=5, random_state=22)"
2,DecisionTreeClassifier,0.8099,0.8311,0.8099,0.8151,0.8403,0.8533,0.8403,0.8433,0.6833,0.6943,0.6833,0.6869,0.9053,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 702}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=702)"
3,RandomForestClassifier,0.8281,0.8453,0.8281,0.8306,0.7986,0.8131,0.7986,0.8024,0.6833,0.6919,0.6833,0.6848,0.9299,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 20, 'random_state': 893}","RandomForestClassifier(n_estimators=20, random_state=893)"
9,KNeighborsClassifier,0.8108,0.8258,0.8108,0.8145,0.8438,0.8509,0.8438,0.8463,0.6833,0.6865,0.6833,0.6837,0.9205,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')"
4,RandomForestClassifier,0.8012,0.82,0.8012,0.8044,0.809,0.8312,0.809,0.8137,0.6833,0.6885,0.6833,0.6788,0.9255,smote,500,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 847}","RandomForestClassifier(n_estimators=10, random_state=847)"
5,DecisionTreeClassifier,0.8307,0.8461,0.8307,0.8336,0.7708,0.8098,0.7708,0.7793,0.6833,0.6806,0.6833,0.6786,0.9212,smote,500,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 256}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=256)"
10,MLPClassifier,0.7645,0.7697,0.7645,0.765,0.7246,0.73,0.7246,0.7262,0.6833,0.6991,0.6833,0.6788,0.9155,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 540, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=540)"
10,LogisticRegression,0.8093,0.8361,0.8093,0.8129,0.8099,0.8342,0.8099,0.8135,0.6833,0.6901,0.6833,0.678,0.9193,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 845, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=845)"
6,LogisticRegression,0.754,0.7788,0.754,0.7586,0.764,0.7865,0.764,0.7686,0.6833,0.75,0.6833,0.6845,0.8989,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 557, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=557)"
12,SVC,0.801,0.865,0.801,0.7991,0.7857,0.8658,0.7857,0.787,0.6833,0.756,0.6833,0.6677,0.9175,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 24}","SVC(C=10, probability=True, random_state=24)"
7,DecisionTreeClassifier,0.8191,0.8371,0.8191,0.8223,0.8194,0.8343,0.8194,0.8231,0.6833,0.6877,0.6833,0.6844,0.9395,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 947}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=947)"
10,SVC,0.7912,0.8407,0.7912,0.787,0.7279,0.799,0.7279,0.7198,0.6833,0.756,0.6833,0.6677,0.9171,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 581}","SVC(C=10, probability=True, random_state=581)"
9,SVC,0.7798,0.8339,0.7798,0.776,0.7789,0.8357,0.7789,0.7759,0.6833,0.7206,0.6833,0.6826,0.9094,smote,1000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 633}","SVC(C=10, probability=True, random_state=633)"
11,DecisionTreeClassifier,0.8219,0.8394,0.8219,0.8241,0.8401,0.8549,0.8401,0.8414,0.6833,0.7089,0.6833,0.6894,0.9429,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 968}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=968)"
12,MLPClassifier,0.81,0.819,0.81,0.8102,0.7826,0.7851,0.7826,0.7826,0.6833,0.7252,0.6833,0.673,0.9353,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 511, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=511)"
8,MLPClassifier,0.7985,0.8455,0.7985,0.7997,0.807,0.8098,0.807,0.8075,0.6833,0.6894,0.6833,0.6825,0.9311,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 946, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=946)"
1,DecisionTreeClassifier,0.8134,0.8349,0.8134,0.817,0.8333,0.8519,0.8333,0.8372,0.6833,0.7008,0.6833,0.6878,0.9135,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 481}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=481)"
9,KNeighborsClassifier,0.8278,0.845,0.8278,0.8308,0.841,0.8532,0.841,0.8442,0.6833,0.6901,0.6833,0.678,0.9341,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
5,RandomForestClassifier,0.8079,0.824,0.8079,0.8094,0.7464,0.7496,0.7464,0.7474,0.6833,0.692,0.6833,0.6717,0.9251,smote,250,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 954}","RandomForestClassifier(n_estimators=10, random_state=954)"
8,MLPClassifier,0.7646,0.8174,0.7646,0.7637,0.8188,0.8741,0.8188,0.8209,0.6833,0.7251,0.6833,0.6847,0.919,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 553, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=553)"
9,RandomForestClassifier,0.8263,0.8413,0.8263,0.8272,0.7391,0.7536,0.7391,0.7431,0.6833,0.6778,0.6833,0.6761,0.9423,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 73}","RandomForestClassifier(n_estimators=10, random_state=73)"
8,LogisticRegression,0.6728,0.6815,0.6728,0.6736,0.6597,0.6675,0.6597,0.6619,0.6833,0.7405,0.6833,0.6889,0.8521,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 533, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=533)"
7,SVC,0.6936,0.7043,0.6936,0.6969,0.6944,0.7138,0.6944,0.6997,0.6833,0.7352,0.6833,0.6921,0.8374,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 233}","SVC(C=10, kernel='linear', probability=True, random_state=233)"
10,KNeighborsClassifier,0.8188,0.8332,0.8188,0.8216,0.7826,0.8103,0.7826,0.7904,0.6833,0.6935,0.6833,0.6743,0.9183,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')"
8,SVC,0.6858,0.6986,0.6858,0.6901,0.665,0.683,0.665,0.6714,0.6833,0.7276,0.6833,0.6788,0.8617,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 163}","SVC(C=10, probability=True, random_state=163)"
12,SVC,0.8207,0.8238,0.8207,0.8216,0.8186,0.8221,0.8186,0.8197,0.6833,0.7482,0.6833,0.6926,0.9034,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 394}","SVC(C=10, kernel='linear', probability=True, random_state=394)"
8,SVC,0.8036,0.8578,0.8036,0.8013,0.8005,0.8592,0.8005,0.7981,0.6833,0.7258,0.6833,0.68,0.9191,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 737}","SVC(C=10, probability=True, random_state=737)"
9,KNeighborsClassifier,0.882,0.8857,0.882,0.8826,0.8786,0.8821,0.8786,0.8795,0.6833,0.7027,0.6833,0.6772,0.963,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1)"
8,MLPClassifier,0.7247,0.736,0.7247,0.7243,0.7148,0.7143,0.7148,0.7133,0.6833,0.7084,0.6833,0.6824,0.9031,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 513, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=513)"
8,LogisticRegression,0.7313,0.7876,0.7313,0.7313,0.7619,0.8232,0.7619,0.7633,0.6833,0.7301,0.6833,0.6914,0.8815,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 217, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=217)"
5,DecisionTreeClassifier,0.8256,0.8459,0.8256,0.8294,0.83,0.845,0.83,0.8331,0.6833,0.6965,0.6833,0.6846,0.9375,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 69}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=69)"
16,LogisticRegression,0.7674,0.7774,0.7674,0.7678,0.7361,0.7494,0.7361,0.7372,0.6833,0.7395,0.6833,0.6908,0.9053,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 637, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=637)"
9,MLPClassifier,0.7157,0.7244,0.7157,0.7155,0.6884,0.7071,0.6884,0.691,0.6667,0.695,0.6667,0.6635,0.8766,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 893, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=893)"
14,SVC,0.796,0.8605,0.796,0.7935,0.7674,0.8249,0.7674,0.767,0.6667,0.7476,0.6667,0.6451,0.9151,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 226}","SVC(C=10, probability=True, random_state=226)"
13,DecisionTreeClassifier,0.8116,0.836,0.8116,0.8146,0.8438,0.8626,0.8438,0.8458,0.6667,0.683,0.6667,0.6598,0.9304,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 834}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=834)"
12,MLPClassifier,0.7752,0.8333,0.7752,0.7756,0.7847,0.8621,0.7847,0.7879,0.6667,0.679,0.6667,0.663,0.9185,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 812, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=812)"
11,DecisionTreeClassifier,0.8194,0.8381,0.8194,0.8235,0.8333,0.8475,0.8333,0.8355,0.6667,0.6852,0.6667,0.6664,0.9394,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 55}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=55)"
10,LogisticRegression,0.7647,0.8246,0.7647,0.7664,0.809,0.831,0.809,0.8129,0.6667,0.6759,0.6667,0.6683,0.9148,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 978, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=978)"
7,SVC,0.7918,0.8456,0.7918,0.7896,0.7932,0.8454,0.7932,0.7903,0.6667,0.7119,0.6667,0.6649,0.9162,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 805}","SVC(C=10, probability=True, random_state=805)"
8,KNeighborsClassifier,0.8205,0.8429,0.8205,0.8237,0.8233,0.8464,0.8233,0.8261,0.6667,0.6826,0.6667,0.6613,0.9309,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
10,MLPClassifier,0.7192,0.7445,0.7192,0.7231,0.6739,0.6895,0.6739,0.6781,0.6667,0.6656,0.6667,0.6562,0.8785,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 623, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=623)"
12,DecisionTreeClassifier,0.8226,0.8425,0.8226,0.8257,0.821,0.8394,0.821,0.8246,0.6667,0.6789,0.6667,0.6511,0.9379,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 895}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=895)"
10,KNeighborsClassifier,0.8075,0.8259,0.8075,0.8113,0.8216,0.8443,0.8216,0.8228,0.6667,0.6692,0.6667,0.6669,0.9283,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
8,DecisionTreeClassifier,0.8008,0.8159,0.8008,0.8021,0.8188,0.8288,0.8188,0.8206,0.6667,0.6824,0.6667,0.6652,0.9202,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 280}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=280)"
12,SVC,0.7626,0.8192,0.7626,0.7589,0.8188,0.843,0.8188,0.8186,0.6667,0.7155,0.6667,0.6659,0.9167,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 81}","SVC(C=10, probability=True, random_state=81)"
13,KNeighborsClassifier,0.8045,0.8263,0.8045,0.8078,0.8188,0.8247,0.8188,0.816,0.6667,0.662,0.6667,0.6611,0.9155,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=7, weights='distance')"
14,SVC,0.7607,0.8089,0.7607,0.7588,0.7971,0.8493,0.7971,0.7914,0.6667,0.7455,0.6667,0.6527,0.9183,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 33}","SVC(C=10, probability=True, random_state=33)"
16,DecisionTreeClassifier,0.8007,0.8739,0.8007,0.7995,0.8478,0.8941,0.8478,0.8504,0.6667,0.7476,0.6667,0.6451,0.9251,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 337}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=337)"
9,DecisionTreeClassifier,0.8279,0.8479,0.8279,0.831,0.8189,0.8361,0.8189,0.8225,0.6667,0.6623,0.6667,0.6609,0.929,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 5, 'min_samples_leaf': 5, 'random_state': 156}","DecisionTreeClassifier(max_depth=5, min_samples_leaf=5, random_state=156)"
