,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
13,KNeighborsClassifier,0.9829,0.9832,0.9829,0.9829,0.9843,0.9844,0.9843,0.9842,0.75,0.7639,0.75,0.7536,0.9953,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
2,MLPClassifier,0.7826,0.7993,0.7826,0.7825,0.7826,0.7956,0.7826,0.7853,0.75,0.7766,0.75,0.7472,0.929,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 692, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=692)"
1,SVC,0.7869,0.8446,0.7869,0.7855,0.8026,0.8528,0.8026,0.8011,0.75,0.793,0.75,0.7506,0.9182,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 307}","SVC(C=10, probability=True, random_state=307)"
6,MLPClassifier,0.7657,0.7812,0.7657,0.761,0.7743,0.7837,0.7743,0.7742,0.75,0.7639,0.75,0.7504,0.9226,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 141, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=141)"
0,RandomForestClassifier,0.8004,0.8125,0.8004,0.8022,0.8299,0.8416,0.8299,0.8329,0.75,0.7506,0.75,0.748,0.9312,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 895}","RandomForestClassifier(n_estimators=10, random_state=895)"
4,DecisionTreeClassifier,0.8398,0.8482,0.8398,0.8422,0.8363,0.8452,0.8363,0.8392,0.75,0.7788,0.75,0.7427,0.953,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 701}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=701)"
10,LogisticRegression,0.7883,0.799,0.7883,0.7903,0.7908,0.805,0.7908,0.794,0.75,0.7528,0.75,0.7465,0.9385,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 123, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=123)"
9,MLPClassifier,0.8363,0.8414,0.8363,0.8365,0.8177,0.8172,0.8177,0.8158,0.75,0.7548,0.75,0.7452,0.9503,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 345, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=345)"
4,RandomForestClassifier,0.8291,0.8393,0.8291,0.832,0.8265,0.8361,0.8265,0.8294,0.75,0.7542,0.75,0.7482,0.9439,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 933}","RandomForestClassifier(n_estimators=20, random_state=933)"
5,DecisionTreeClassifier,0.8329,0.8448,0.8329,0.8359,0.8248,0.8373,0.8248,0.8282,0.75,0.7642,0.75,0.7468,0.9471,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 952}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=952)"
6,SVC,0.7781,0.7856,0.7781,0.7784,0.8299,0.83,0.8299,0.8298,0.75,0.75,0.75,0.7464,0.8689,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 670}","SVC(C=10, kernel='linear', probability=True, random_state=670)"
5,RandomForestClassifier,0.8404,0.8505,0.8404,0.8431,0.839,0.8474,0.839,0.8417,0.75,0.787,0.75,0.7414,0.9519,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 384}","RandomForestClassifier(n_estimators=20, random_state=384)"
11,DecisionTreeClassifier,0.824,0.8354,0.824,0.8259,0.8588,0.864,0.8588,0.86,0.75,0.7714,0.75,0.7425,0.9485,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 906}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=906)"
6,RandomForestClassifier,0.9202,0.9228,0.9202,0.92,0.8913,0.8947,0.8913,0.8912,0.75,0.8037,0.75,0.7489,0.9804,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 821}","RandomForestClassifier(n_estimators=20, random_state=821)"
8,RandomForestClassifier,0.9179,0.9191,0.9179,0.9185,0.925,0.9261,0.925,0.9254,0.75,0.7616,0.75,0.7512,0.979,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 453}","RandomForestClassifier(n_estimators=20, random_state=453)"
7,KNeighborsClassifier,0.8858,0.8933,0.8858,0.8863,0.8768,0.8835,0.8768,0.8765,0.75,0.7767,0.75,0.7463,0.9586,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=9, weights='distance')"
14,MLPClassifier,0.7864,0.8006,0.7864,0.7812,0.8368,0.8462,0.8368,0.8344,0.75,0.7578,0.75,0.7502,0.935,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 298, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=298)"
7,SVC,0.7891,0.7908,0.7891,0.787,0.8021,0.8042,0.8021,0.7992,0.7333,0.7407,0.7333,0.7337,0.8754,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 486}","SVC(C=10, kernel='linear', probability=True, random_state=486)"
1,KNeighborsClassifier,0.7969,0.8109,0.7969,0.7985,0.7743,0.7853,0.7743,0.7773,0.7333,0.7327,0.7333,0.731,0.9154,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
2,KNeighborsClassifier,0.7752,0.7929,0.7752,0.7759,0.8261,0.8504,0.8261,0.8318,0.7333,0.7658,0.7333,0.7245,0.8987,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'}",KNeighborsClassifier()
1,LogisticRegression,0.7754,0.7914,0.7754,0.7768,0.8043,0.8159,0.8043,0.8064,0.7333,0.7598,0.7333,0.7313,0.9311,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 567, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=567)"
7,DecisionTreeClassifier,0.8206,0.8301,0.8206,0.8222,0.8406,0.851,0.8406,0.8415,0.7333,0.7408,0.7333,0.7317,0.9318,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 766}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=766)"
10,DecisionTreeClassifier,0.8614,0.8658,0.8614,0.8615,0.869,0.8717,0.869,0.8697,0.7333,0.776,0.7333,0.7382,0.9599,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 593}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=593)"
10,MLPClassifier,0.8434,0.8491,0.8434,0.8438,0.8641,0.8673,0.8641,0.8651,0.7333,0.7339,0.7333,0.7274,0.956,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 551, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=551)"
14,SVC,0.8882,0.8881,0.8882,0.8878,0.8869,0.8865,0.8869,0.8866,0.7333,0.7541,0.7333,0.7364,0.9529,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 516}","SVC(C=10, kernel='linear', probability=True, random_state=516)"
15,SVC,0.8593,0.8641,0.8593,0.8595,0.8438,0.8472,0.8438,0.8446,0.7333,0.7659,0.7333,0.7346,0.9411,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 510}","SVC(C=10, kernel='linear', probability=True, random_state=510)"
6,SVC,0.7592,0.7852,0.7592,0.7569,0.8043,0.8088,0.8043,0.8058,0.7333,0.756,0.7333,0.7315,0.8849,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 591}","SVC(C=1, kernel='linear', probability=True, random_state=591)"
4,SVC,0.807,0.852,0.807,0.8062,0.8104,0.8681,0.8104,0.8087,0.7333,0.7778,0.7333,0.7348,0.9153,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 154}","SVC(C=1, kernel='linear', probability=True, random_state=154)"
5,KNeighborsClassifier,0.835,0.8462,0.835,0.8373,0.821,0.8315,0.821,0.8239,0.7333,0.7421,0.7333,0.7245,0.9465,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=13, weights='distance')"
5,LogisticRegression,0.7879,0.8028,0.7879,0.7852,0.7826,0.8082,0.7826,0.7873,0.7333,0.7624,0.7333,0.7333,0.9245,smote,250,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 615, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=615)"
4,MLPClassifier,0.8123,0.8402,0.8123,0.8131,0.8066,0.8627,0.8066,0.8063,0.7333,0.7905,0.7333,0.7171,0.9416,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 482, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=482)"
3,DecisionTreeClassifier,0.8189,0.8395,0.8189,0.8218,0.8043,0.8226,0.8043,0.8092,0.7333,0.7454,0.7333,0.736,0.9298,smote,250,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 125}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=125)"
9,SVC,0.8013,0.8033,0.8013,0.7988,0.7975,0.7983,0.7975,0.7944,0.7333,0.8183,0.7333,0.7311,0.8939,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 124}","SVC(C=10, probability=True, random_state=124)"
4,KNeighborsClassifier,0.7898,0.7999,0.7898,0.7916,0.7754,0.7874,0.7754,0.7794,0.7333,0.7578,0.7333,0.7347,0.9018,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
11,SVC,0.7836,0.7834,0.7836,0.7822,0.7636,0.7646,0.7636,0.7637,0.7333,0.736,0.7333,0.7338,0.8749,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 660}","SVC(C=1, kernel='linear', probability=True, random_state=660)"
12,LogisticRegression,0.7747,0.7755,0.7747,0.7739,0.7653,0.7664,0.7653,0.7657,0.7333,0.748,0.7333,0.7327,0.9166,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 517, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=517)"
13,MLPClassifier,0.8074,0.813,0.8074,0.8056,0.8095,0.8103,0.8095,0.8089,0.7333,0.74,0.7333,0.7287,0.9343,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 380, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=380)"
3,MLPClassifier,0.8093,0.8364,0.8093,0.8089,0.8146,0.8249,0.8146,0.8174,0.7333,0.7316,0.7333,0.7312,0.9439,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 560, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=560)"
5,DecisionTreeClassifier,0.7844,0.7971,0.7844,0.7846,0.8841,0.8875,0.8841,0.8847,0.7333,0.7729,0.7333,0.7376,0.9083,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 228}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=228)"
6,RandomForestClassifier,0.8552,0.8612,0.8552,0.8544,0.8768,0.8864,0.8768,0.8788,0.7333,0.7525,0.7333,0.7333,0.9518,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 314}","RandomForestClassifier(n_estimators=20, random_state=314)"
3,RandomForestClassifier,0.8277,0.8384,0.8277,0.831,0.8333,0.8467,0.8333,0.8366,0.7333,0.7698,0.7333,0.7292,0.9492,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 986}","RandomForestClassifier(n_estimators=20, random_state=986)"
1,MLPClassifier,0.8039,0.8227,0.8039,0.8039,0.7674,0.7835,0.7674,0.7646,0.7333,0.7425,0.7333,0.7277,0.9384,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 446, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=446)"
10,SVC,0.7897,0.7881,0.7897,0.7871,0.7998,0.7988,0.7998,0.7979,0.7333,0.7386,0.7333,0.7308,0.8731,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 126}","SVC(C=10, kernel='linear', probability=True, random_state=126)"
2,RandomForestClassifier,0.8238,0.8334,0.8238,0.826,0.8194,0.829,0.8194,0.8213,0.7333,0.747,0.7333,0.7269,0.9404,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 515}","RandomForestClassifier(n_estimators=20, random_state=515)"
12,MLPClassifier,0.7874,0.8064,0.7874,0.7868,0.8061,0.8209,0.8061,0.8077,0.7167,0.7233,0.7167,0.7119,0.937,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 466, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=466)"
8,MLPClassifier,0.7815,0.7949,0.7815,0.7824,0.7942,0.8454,0.7942,0.794,0.7167,0.7447,0.7167,0.7154,0.931,smote,1000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 178, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=178)"
7,LogisticRegression,0.7755,0.782,0.7755,0.7774,0.7857,0.7917,0.7857,0.7879,0.7167,0.7467,0.7167,0.7171,0.9263,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 277, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=277)"
11,DecisionTreeClassifier,0.8346,0.8457,0.8346,0.838,0.8316,0.8441,0.8316,0.8348,0.7167,0.7359,0.7167,0.7128,0.9461,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 444}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=444)"
10,RandomForestClassifier,0.8397,0.8484,0.8397,0.8422,0.7925,0.8084,0.7925,0.7965,0.7167,0.7351,0.7167,0.713,0.9469,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 5, 'random_state': 872}","RandomForestClassifier(n_estimators=5, random_state=872)"
9,MLPClassifier,0.7942,0.8146,0.7942,0.7937,0.8027,0.8123,0.8027,0.8051,0.7167,0.717,0.7167,0.7131,0.9369,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 279, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=279)"
6,MLPClassifier,0.8103,0.8375,0.8103,0.8107,0.8031,0.8057,0.8031,0.8042,0.7167,0.7266,0.7167,0.7121,0.9421,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 409, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=409)"
9,SVC,0.848,0.8571,0.848,0.8469,0.8551,0.8598,0.8551,0.8537,0.7167,0.7258,0.7167,0.7147,0.9314,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 392}","SVC(C=10, kernel='linear', probability=True, random_state=392)"
8,LogisticRegression,0.846,0.8505,0.846,0.8469,0.8841,0.8878,0.8841,0.8849,0.7167,0.7346,0.7167,0.7148,0.9532,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 407, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=407)"
8,LogisticRegression,0.776,0.7771,0.776,0.7747,0.7465,0.75,0.7465,0.7476,0.7167,0.7248,0.7167,0.7169,0.9227,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 172, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=172)"
9,DecisionTreeClassifier,0.8368,0.849,0.8368,0.8382,0.8229,0.8324,0.8229,0.8252,0.7167,0.742,0.7167,0.7115,0.9319,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 378}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=378)"
4,DecisionTreeClassifier,0.8248,0.838,0.8248,0.8278,0.8479,0.8567,0.8479,0.8504,0.7167,0.718,0.7167,0.7162,0.9491,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 977}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=977)"
6,SVC,0.8075,0.8196,0.8075,0.8107,0.7964,0.8079,0.7964,0.7998,0.7167,0.7247,0.7167,0.7195,0.9012,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 98}","SVC(C=1, kernel='linear', probability=True, random_state=98)"
10,RandomForestClassifier,0.8319,0.842,0.8319,0.8349,0.8423,0.8501,0.8423,0.8448,0.7167,0.7152,0.7167,0.7139,0.9503,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 644}","RandomForestClassifier(n_estimators=20, random_state=644)"
4,RandomForestClassifier,0.7989,0.8121,0.7989,0.7981,0.8261,0.83,0.8261,0.8268,0.7167,0.7356,0.7167,0.718,0.9326,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 241}","RandomForestClassifier(n_estimators=20, random_state=241)"
12,MLPClassifier,0.8108,0.8337,0.8108,0.8112,0.7925,0.8025,0.7925,0.792,0.7167,0.7233,0.7167,0.7119,0.9435,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 93, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=93)"
13,KNeighborsClassifier,0.8244,0.8402,0.8244,0.8268,0.8503,0.8587,0.8503,0.8527,0.7167,0.7215,0.7167,0.7112,0.9413,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
9,DecisionTreeClassifier,0.8026,0.8201,0.8026,0.8057,0.8478,0.8529,0.8478,0.8499,0.7167,0.7178,0.7167,0.7095,0.9333,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 590}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=590)"
8,MLPClassifier,0.8187,0.8374,0.8187,0.8202,0.7319,0.801,0.7319,0.745,0.7167,0.753,0.7167,0.71,0.9418,smote,250,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 281, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=281)"
7,DecisionTreeClassifier,0.8241,0.842,0.8241,0.8262,0.8333,0.8418,0.8333,0.8353,0.7167,0.7532,0.7167,0.7125,0.9291,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 913}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=913)"
6,MLPClassifier,0.8024,0.8178,0.8024,0.8038,0.7464,0.7591,0.7464,0.7488,0.7167,0.7162,0.7167,0.7143,0.9392,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 710, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=710)"
5,KNeighborsClassifier,0.7898,0.8075,0.7898,0.7918,0.8116,0.8157,0.8116,0.8131,0.7167,0.7339,0.7167,0.7151,0.9014,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')"
3,DecisionTreeClassifier,0.8078,0.8312,0.8078,0.81,0.7971,0.83,0.7971,0.8041,0.7167,0.7682,0.7167,0.7182,0.9314,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 29}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=29)"
9,KNeighborsClassifier,0.8262,0.8358,0.8262,0.8296,0.8389,0.8537,0.8389,0.8426,0.7167,0.7152,0.7167,0.7139,0.943,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
16,LogisticRegression,0.868,0.8693,0.868,0.8677,0.8125,0.8125,0.8125,0.8116,0.7167,0.7389,0.7167,0.7198,0.9625,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 852, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=852)"
17,MLPClassifier,0.8437,0.853,0.8437,0.8446,0.9028,0.9071,0.9028,0.9024,0.7167,0.7187,0.7167,0.711,0.9528,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 825, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=825)"
11,KNeighborsClassifier,0.8629,0.8672,0.8629,0.8631,0.8785,0.8788,0.8785,0.8776,0.7167,0.7259,0.7167,0.7105,0.9477,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
7,LogisticRegression,0.8132,0.8264,0.8132,0.8154,0.8154,0.8308,0.8154,0.818,0.7167,0.7313,0.7167,0.7166,0.94,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 663, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=663)"
